Date,FluApos,FluBpos,FluPos,FluTest,RSVtest,RSVpos,adenot,adeno,parat,para,Rhinot,Rhino,hMPVt,hMPV,Coronat,Corona,,,,,,,,,,,,,,
15-Mar-09,201,115,316,1840,1049,98,483,14,440,7,,,,,,,,,,,,,,,,,,,,
22-Mar-09,138,86,224,1560,859,80,446,16,393,19,,,,,,,,,,,,,,,,,,,,
29-Mar-09,112,63,175,1556,974,95,546,11,473,32,,,,,,,,,,,,,,,,,,,,
5-Apr-09,68,44,112,1225,789,81,430,11,369,21,,,,,,,,,,,,,,,,,,,,
12-Apr-09,43,33,76,1132,782,56,662,27,553,40,,,,,,,,,,,,,,,,,,,,
19-Apr-09,36,20,56,928,638,33,707,21,637,32,,,,,,,,,,,,,,,,,,,,
26-Apr-09,37,6,43,1303,715,38,469,11,396,29,,,,,,,,,,,,,,,,,,,,
3-May-09,35,11,46,1269,726,22,517,14,465,25,,,,,,,,,,,,,,,,,,,,
10-May-09,51,2,53,1076,730,28,475,13,442,26,,,,,,,,,,,,,,,,,,,,
17-May-09,57,2,59,1081,710,23,452,16,452,31,,,,,,,,,,,,,,,,,,,,
24-May-09,90,3,93,1016,498,15,379,8,346,10,,,,,,,,,,,,,,,,,,,,
31-May-09,125,2,127,1085,523,10,495,6,432,14,,,,,,,,,,,,,,,,,,,,
7-Jun-09,344,0,344,1870,661,10,478,8,455,7,,,,,,,,,,,,,,,,,,,,
14-Jun-09,293,0,293,1946,660,26,420,6,479,15,,,,,,,,,,,,,,,,,,,,
21-Jun-09,123,1,124,1138,476,18,351,5,353,2,,,,,,,,,,,,,,,,,,,,
28-Jun-09,125,0,125,1287,486,22,53,4,53,6,,,,,,,,,,,,,,,,,,,,
5-Jul-09,64,1,65,907,325,13,236,10,226,5,,,,,,,,,,,,,,,,,,,,
12-Jul-09,53,0,53,866,356,5,304,4,285,3,,,,,,,,,,,,,,,,,,,,
19-Jul-09,32,1,33,717,277,8,248,4,223,10,,,,,,,,,,,,,,,,,,,,
26-Jul-09,19,0,19,633,253,5,209,4,236,4,,,,,,,,,,,,,,,,,,,,
2-Aug-09,21,0,21,604,263,3,237,3,227,4,,,,,,,,,,,,,,,,,,,,
9-Aug-09,11,1,12,668,312,8,256,3,249,7,,,,,,,,,,,,,,,,,,,,
16-Aug-09,12,0,12,636,258,6,235,5,223,9,,,,,,,,,,,,,,,,,,,,
23-Aug-09,4,0,4,812,301,5,262,1,247,8,,,,,,,,,,,,,,,,,,,,
30-Aug-09,0,0,0,799,319,9,284,6,261,7,,,,,,,,,,,,,,,,,,,,
6-Sep-09,0,0,0,787,385,2,343,5,310,1,,,,,,,,,,,,,,,,,,,,
13-Sep-09,0,0,0,497,204,5,143,1,128,8,,,,,,,,,,,,,,,,,,,,
20-Sep-09,0,0,0,966,431,11,318,1,329,15,,,,,,,,,,,,,,,,,,,,
27-Sep-09,0,0,0,647,485,17,354,2,314,15,,,,,,,,,,,,,,,,,,,,
4-Oct-09,35,0,35,1414,521,19,372,5,342,13,,,,,,,,,,,,,,,,,,,,
11-Oct-09,84,0,84,975,519,21,360,7,330,22,,,,,,,,,,,,,,,,,,,,
18-Oct-09,503,0,503,4818,545,30,364,8,334,14,,,,,,,,,,,,,,,,,,,,
25-Oct-09,1796,1,1797,4641,679,30,477,12,436,21,,,,,,,,,,,,,,,,,,,,
1-Nov-09,2679,1,2680,5909,713,43,464,8,454,18,,,,,,,,,,,,,,,,,,,,
8-Nov-09,2873,1,2874,5756,621,34,490,16,415,9,,,,,,,,,,,,,,,,,,,,
15-Nov-09,1477,1,1478,3688,639,64,377,4,369,19,,,,,,,,,,,,,,,,,,,,
22-Nov-09,774,0,774,2620,586,74,389,7,364,12,,,,,,,,,,,,,,,,,,,,
29-Nov-09,308,0,308,1879,627,107,429,7,400,7,,,,,,,,,,,,,,,,,,,,
6-Dec-09,108,1,109,1325,616,115,494,28,427,10,,,,,,,,,,,,,,,,,,,,
13-Dec-09,35,0,35,962,563,127,383,24,341,14,,,,,,,,,,,,,,,,,,,,
20-Dec-09,5,1,6,467,475,117,377,37,288,7,,,,,,,,,,,,,,,,,,,,
27-Dec-09,5,0,5,617,603,190,366,15,338,9,,,,,,,,,,,,,,,,,,,,
3-Jan-10,5,1,6,673,565,200,325,17,300,9,,,,,,,,,,,,,,,,,,,,
10-Jan-10,4,0,4,524,657,173,419,11,409,3,,,,,,,,,,,,,,,,,,,,
17-Jan-10,0,0,0,467,768,259,416,19,408,5,,,,,,,,,,,,,,,,,,,,
24-Jan-10,0,1,1,394,725,237,381,14,371,6,,,,,,,,,,,,,,,,,,,,
31-Jan-10,1,0,1,338,802,259,400,10,394,6,,,,,,,,,,,,,,,,,,,,
7-Feb-10,0,0,0,333,862,285,407,8,396,2,,,,,,,,,,,,,,,,,,,,
14-Feb-10,4,0,4,301,915,304,484,26,475,7,,,,,,,,,,,,,,,,,,,,
21-Feb-10,2,1,3,347,890,237,460,19,448,5,,,,,,,,,,,,,,,,,,,,
28-Feb-10,0,0,0,286,771,197,424,21,440,10,,,,,,,,,,,,,,,,,,,,
7-Mar-10,1,0,1,275,637,111,352,16,348,2,,,,,,,,,,,,,,,,,,,,
14-Mar-10,0,0,0,223,583,92,347,11,344,14,,,,,,,,,,,,,,,,,,,,
21-Mar-10,0,0,0,199,561,82,344,9,339,7,,,,,,,,,,,,,,,,,,,,
28-Mar-10,1,0,1,159,505,62,315,13,297,12,,,,,,,,,,,,,,,,,,,,
4-Apr-10,0,0,0,162,412,35,245,5,233,3,,,,,,,,,,,,,,,,,,,,
11-Apr-10,0,0,0,126,395,25,329,10,315,8,,,,,,,,,,,,,,,,,,,,
18-Apr-10,1,0,1,105,433,23,310,11,299,8,,,,,,,,,,,,,,,,,,,,
25-Apr-10,0,0,0,116,427,14,326,8,319,11,,,,,,,,,,,,,,,,,,,,
2-May-10,1,0,1,83,348,10,271,8,265,12,,,,,,,,,,,,,,,,,,,,
9-May-10,0,0,0,80,362,12,299,6,295,13,,,,,,,,,,,,,,,,,,,,
16-May-10,0,0,0,67,322,9,260,10,256,21,,,,,,,,,,,,,,,,,,,,
23-May-10,0,0,0,91,334,3,293,5,284,27,,,,,,,,,,,,,,,,,,,,
30-May-10,0,0,0,85,317,8,269,9,266,31,,,,,,,,,,,,,,,,,,,,
6-Jun-10,1,0,1,80,303,5,263,3,259,20,,,,,,,,,,,,,,,,,,,,
13-Jun-10,0,0,0,289,307,1,272,3,263,17,,,,,,,,,,,,,,,,,,,,
20-Jun-10,0,0,0,204,206,1,166,1,157,11,,,,,,,,,,,,,,,,,,,,
27-Jun-10,2,0,2,244,256,4,227,7,219,14,,,,,,,,,,,,,,,,,,,,
4-Jul-10,0,1,1,268,288,2,258,9,254,16,,,,,,,,,,,,,,,,,,,,
11-Jul-10,1,1,2,224,238,1,219,4,212,10,,,,,,,,,,,,,,,,,,,,
18-Jul-10,0,0,0,219,208,0,214,8,201,10,,,,,,,,,,,,,,,,,,,,
25-Jul-10,1,0,1,191,190,1,180,3,169,4,,,,,,,,,,,,,,,,,,,,
1-Aug-10,0,0,0,175,186,0,177,3,169,4,,,,,,,,,,,,,,,,,,,,
8-Aug-10,1,0,1,215,214,0,211,1,202,5,,,,,,,,,,,,,,,,,,,,
15-Aug-10,0,0,0,210,233,0,222,5,213,3,,,,,,,,,,,,,,,,,,,,
22-Aug-10,2,0,2,195,218,1,226,5,211,1,,,,,,,,,,,,,,,,,,,,
29-Aug-10,0,0,0,225,275,5,251,6,240,7,,,,,,,,,,,,,,,,,,,,
5-Sep-10,0,1,1,255,312,3,261,6,256,4,,,,,,,,,,,,,,,,,,,,
12-Sep-10,0,0,0,305,338,4,286,6,277,8,,,,,,,,,,,,,,,,,,,,
19-Sep-10,1,0,1,341,447,3,362,9,351,4,,,,,,,,,,,,,,,,,,,,
26-Sep-10,0,0,0,328,380,4,315,6,303,3,,,,,,,,,,,,,,,,,,,,
3-Oct-10,0,0,0,383,448,5,378,11,362,5,,,,,,,,,,,,,,,,,,,,
10-Oct-10,2,0,2,397,443,8,364,7,354,4,,,,,,,,,,,,,,,,,,,,
17-Oct-10,4,0,4,394,441,5,383,12,380,4,,,,,,,,,,,,,,,,,,,,
24-Oct-10,3,1,4,418,466,7,387,12,375,4,,,,,,,,,,,,,,,,,,,,
31-Oct-10,4,0,4,472,430,8,348,14,340,11,,,,,,,,,,,,,,,,,,,,
7-Nov-10,18,2,20,643,536,11,431,16,418,4,,,,,,,,,,,,,,,,,,,,
14-Nov-10,27,0,27,701,567,19,469,20,463,10,,,,,,,,,,,,,,,,,,,,
21-Nov-10,38,0,38,763,569,28,442,21,440,6,,,,,,,,,,,,,,,,,,,,
28-Nov-10,75,1,76,886,634,29,505,24,497,11,,,,,,,,,,,,,,,,,,,,
5-Dec-10,106,3,109,1039,718,48,547,35,543,6,,,,,,,,,,,,,,,,,,,,
12-Dec-10,203,4,207,1178,846,68,567,29,549,15,,,,,,,,,,,,,,,,,,,,
19-Dec-10,349,2,351,1576,828,99,588,16,577,4,,,,,,,,,,,,,,,,,,,,
26-Dec-10,645,6,651,2487,1057,125,740,29,727,5,,,,,,,,,,,,,,,,,,,,
2-Jan-11,706,6,712,2867,1193,121,830,16,818,14,,,,,,,,,,,,,,,,,,,,
9-Jan-11,644,7,651,2768,1184,116,824,22,803,12,,,,,,,,,,,,,,,,,,,,
16-Jan-11,538,8,546,2455,1099,151,712,21,695,11,,,,,,,,,,,,,,,,,,,,
23-Jan-11,457,17,474,2402,1081,174,701,17,688,9,,,,,,,,,,,,,,,,,,,,
30-Jan-11,442,19,461,2415,1124,195,749,18,743,4,,,,,,,,,,,,,,,,,,,,
6-Feb-11,435,25,460,2171,1167,205,697,15,689,16,,,,,,,,,,,,,,,,,,,,
13-Feb-11,360,21,381,1929,983,209,612,20,605,11,,,,,,,,,,,,,,,,,,,,
20-Feb-11,292,38,330,1982,1018,200,629,18,614,28,,,,,,,,,,,,,,,,,,,,
27-Feb-11,197,52,249,1798,1031,221,675,17,656,19,,,,,,,,,,,,,,,,,,,,
6-Mar-11,141,47,188,1715,979,222,603,7,590,19,,,,,,,,,,,,,,,,,,,,
13-Mar-11,75,52,127,1403,1000,162,550,16,531,18,,,,,,,,,,,,,,,,,,,,
20-Mar-11,69,31,100,1340,882,164,543,18,531,26,,,,,,,,,,,,,,,,,,,,
27-Mar-11,54,50,104,1205,853,122,563,18,550,31,,,,,,,,,,,,,,,,,,,,
3-Apr-11,46,73,119,1200,902,145,604,16,594,36,,,,,,,,,,,,,,,,,,,,
10-Apr-11,33,83,116,1093,754,81,509,10,495,32,,,,,,,,,,,,,,,,,,,,
17-Apr-11,16,51,67,905,735,66,464,16,455,24,,,,,,,,,,,,,,,,,,,,
24-Apr-11,19,46,65,912,592,53,428,17,424,24,,,,,,,,,,,,,,,,,,,,
1-May-11,8,45,53,812,520,40,382,15,372,28,,,,,,,,,,,,,,,,,,,,
8-May-11,15,27,42,730,467,28,361,8,352,22,,,,,,,,,,,,,,,,,,,,
15-May-11,2,17,19,646,512,27,411,11,399,20,,,,,,,,,,,,,,,,,,,,
22-May-11,0,15,15,576,499,22,429,13,416,27,,,,,,,,,,,,,,,,,,,,
29-May-11,0,6,6,486,538,10,402,14,388,24,,,,,,,,,,,,,,,,,,,,
5-Jun-11,0,1,1,442,468,11,435,12,419,19,,,,,,,,,,,,,,,,,,,,
12-Jun-11,0,1,1,357,378,3,341,12,332,17,,,,,,,,,,,,,,,,,,,,
19-Jun-11,0,0,0,242,259,3,244,8,243,8,,,,,,,,,,,,,,,,,,,,
26-Jun-11,0,0,0,264,268,6,266,19,256,9,,,,,,,,,,,,,,,,,,,,
3-Jul-11,1,1,2,278,289,5,264,8,258,8,,,,,,,,,,,,,,,,,,,,
10-Jul-11,0,0,0,258,281,5,268,10,259,10,,,,,,,,,,,,,,,,,,,,
17-Jul-11,0,0,0,278,288,3,291,17,285,7,,,,,,,,,,,,,,,,,,,,
24-Jul-11,1,0,1,247,278,1,278,10,267,4,,,,,,,,,,,,,,,,,,,,
31-Jul-11,1,0,1,222,235,1,242,11,221,5,,,,,,,,,,,,,,,,,,,,
7-Aug-11,0,0,0,253,261,0,255,9,242,4,,,,,,,,,,,,,,,,,,,,
14-Aug-11,0,0,0,314,344,0,315,5,306,5,,,,,,,,,,,,,,,,,,,,
21-Aug-11,1,1,2,293,333,4,311,9,306,12,,,,,,,,,,,,,,,,,,,,
28-Aug-11,3,1,4,257,268,0,255,8,257,5,0,0,137,0,91,0,,,,,,,,,,,,,,
4-Sep-11,0,0,0,302,306,2,311,13,287,12,0,0,149,0,97,0,,,,,,,,,,,,,,
11-Sep-11,1,0,1,371,437,4,412,12,399,9,0,0,195,0,107,1,,,,,,,,,,,,,,
18-Sep-11,0,0,0,336,369,4,338,4,332,6,0,0,172,1,103,0,,,,,,,,,,,,,,
25-Sep-11,0,1,1,391,415,5,368,9,361,20,0,0,205,0,124,0,,,,,,,,,,,,,,
2-Oct-11,0,0,0,369,411,6,370,7,356,16,0,0,197,0,121,0,,,,,,,,,,,,,,
9-Oct-11,1,0,1,468,534,12,451,14,452,25,0,0,254,0,139,0,,,,,,,,,,,,,,
16-Oct-11,1,0,1,487,528,8,454,21,447,21,0,0,263,0,136,0,,,,,,,,,,,,,,
23-Oct-11,0,1,1,626,596,18,434,30,417,20,0,0,239,0,141,0,,,,,,,,,,,,,,
30-Oct-11,1,1,2,577,567,27,464,30,453,22,0,0,271,0,154,0,,,,,,,,,,,,,,
6-Nov-11,1,2,3,704,684,35,540,46,526,32,0,0,314,0,187,1,,,,,,,,,,,,,,
13-Nov-11,5,1,6,833,779,59,628,45,621,28,0,0,391,3,230,1,,,,,,,,,,,,,,
20-Nov-11,3,1,4,774,739,54,555,56,550,25,0,0,339,2,174,5,,,,,,,,,,,,,,
27-Nov-11,1,1,2,878,864,104,663,60,650,22,0,0,383,1,203,3,,,,,,,,,,,,,,
4-Dec-11,3,1,4,940,870,143,617,69,610,13,0,0,409,2,243,5,,,,,,,,,,,,,,
11-Dec-11,5,2,7,1032,1019,164,726,57,711,30,0,0,457,2,252,5,,,,,,,,,,,,,,
18-Dec-11,9,4,13,1172,945,185,652,65,632,15,0,0,413,3,261,9,,,,,,,,,,,,,,
25-Dec-11,8,5,13,1076,833,231,511,55,500,21,0,0,333,3,310,9,,,,,,,,,,,,,,
1-Jan-12,14,9,23,1600,1275,260,895,65,894,13,0,0,363,8,327,18,,,,,,,,,,,,,,
8-Jan-12,9,4,13,1326,983,219,625,53,617,10,0,0,413,5,260,16,,,,,,,,,,,,,,
15-Jan-12,16,9,25,1481,999,212,596,42,601,6,0,0,375,10,217,11,,,,,,,,,,,,,,
22-Jan-12,23,10,33,1427,1168,262,683,38,667,9,0,0,416,13,250,15,,,,,,,,,,,,,,
29-Jan-12,31,20,51,1412,1215,218,660,38,649,9,0,0,392,11,402,17,,,,,,,,,,,,,,
5-Feb-12,38,35,73,1310,1046,215,651,29,636,8,0,0,388,17,215,11,,,,,,,,,,,,,,
12-Feb-12,86,55,141,1392,1004,207,652,35,633,9,0,0,408,19,239,12,,,,,,,,,,,,,,
19-Feb-12,127,98,225,1543,1016,141,625,27,607,2,0,0,426,23,196,9,,,,,,,,,,,,,,
26-Feb-12,195,171,366,2141,1307,181,821,26,806,8,0,0,555,33,297,8,,,,,,,,,,,,,,
4-Mar-12,219,207,426,2129,1367,169,806,25,801,5,0,0,550,46,333,9,,,,,,,,,,,,,,
11-Mar-12,230,213,443,1997,1138,108,740,16,727,4,0,0,691,39,294,6,,,,,,,,,,,,,,
18-Mar-12,203,238,441,2143,1191,92,801,30,795,3,0,0,804,32,346,9,,,,,,,,,,,,,,
25-Mar-12,133,181,314,1815,997,49,681,17,666,5,0,0,456,39,277,6,,,,,,,,,,,,,,
1-Apr-12,118,164,282,1575,823,47,569,11,564,2,0,0,419,21,238,3,,,,,,,,,,,,,,
8-Apr-12,104,212,316,1715,916,49,614,21,604,7,0,0,417,26,253,5,,,,,,,,,,,,,,
15-Apr-12,82,190,272,1646,891,39,622,19,611,9,0,0,401,20,212,3,,,,,,,,,,,,,,
22-Apr-12,41,126,167,1305,695,16,517,11,509,7,0,0,335,15,203,1,,,,,,,,,,,,,,
29-Apr-12,52,115,167,1289,720,13,523,10,617,9,0,0,359,23,239,1,,,,,,,,,,,,,,
6-May-12,53,61,114,1213,728,14,488,28,475,11,0,0,317,10,186,1,,,,,,,,,,,,,,
13-May-12,19,48,67,962,594,10,479,11,472,23,0,0,303,6,287,4,,,,,,,,,,,,,,
20-May-12,10,39,49,835,463,9,384,7,377,20,0,0,232,6,133,1,,,,,,,,,,,,,,
27-May-12,2,16,18,640,468,13,385,13,378,25,0,0,227,3,144,0,,,,,,,,,,,,,,
3-Jun-12,1,1,2,524,457,13,381,10,370,18,0,0,226,5,115,1,,,,,,,,,,,,,,
10-Jun-12,3,5,8,529,489,5,417,18,409,26,0,0,254,2,160,0,,,,,,,,,,,,,,
17-Jun-12,2,0,2,415,438,2,403,11,384,30,0,0,236,0,134,1,,,,,,,,,,,,,,
24-Jun-12,0,0,0,363,397,3,368,7,357,28,0,0,203,0,114,0,,,,,,,,,,,,,,
1-Jul-12,0,0,0,346,367,4,350,7,338,19,0,0,205,0,119,0,,,,,,,,,,,,,,
8-Jul-12,0,0,0,363,396,3,370,8,358,30,0,0,204,1,129,1,,,,,,,,,,,,,,
15-Jul-12,1,1,2,316,344,2,310,7,297,16,0,0,207,1,134,1,,,,,,,,,,,,,,
22-Jul-12,0,1,1,360,372,1,363,6,353,7,0,0,205,1,194,0,,,,,,,,,,,,,,
29-Jul-12,0,1,1,302,299,0,292,4,287,14,0,0,156,0,149,0,,,,,,,,,,,,,,
5-Aug-12,0,0,0,225,244,0,218,8,211,8,0,0,149,0,103,0,,,,,,,,,,,,,,
12-Aug-12,0,1,1,362,361,1,346,4,342,15,0,0,260,0,129,0,,,,,,,,,,,,,,
19-Aug-12,0,0,0,278,291,1,280,5,272,9,0,0,164,0,94,0,,,,,,,,,,,,,,
26-Aug-12,1,0,1,310,338,1,325,5,318,8,0,0,185,0,100,0,,,,,,,,,,,,,,
2-Sep-12,0,1,1,317,368,2,352,5,336,7,0,0,201,1,128,1,,,,,,,,,,,,,,
9-Sep-12,0,0,0,373,432,3,384,12,378,7,0,0,215,1,114,0,,,,,,,,,,,,,,
16-Sep-12,1,0,1,394,447,7,417,6,403,5,0,0,234,0,125,1,,,,,,,,,,,,,,
23-Sep-12,0,0,0,420,431,5,361,2,386,9,0,0,257,0,163,0,,,,,,,,,,,,,,
30-Sep-12,0,0,0,423,465,5,402,7,404,14,0,0,255,0,161,0,,,,,,,,,,,,,,
7-Oct-12,2,1,3,440,483,8,433,9,424,10,0,0,285,2,174,0,,,,,,,,,,,,,,
14-Oct-12,1,0,1,459,503,6,455,5,447,13,0,0,295,1,179,1,,,,,,,,,,,,,,
21-Oct-12,2,0,2,479,481,7,389,18,381,12,0,0,256,1,149,1,,,,,,,,,,,,,,
28-Oct-12,9,3,12,587,564,13,394,8,394,15,0,0,259,0,147,1,,,,,,,,,,,,,,
4-Nov-12,24,2,26,631,569,22,413,15,398,11,0,0,263,1,188,0,,,,,,,,,,,,,,
11-Nov-12,33,1,34,790,638,33,487,17,478,22,0,0,327,2,202,0,,,,,,,,,,,,,,
18-Nov-12,78,2,80,979,659,52,466,16,456,8,0,0,307,2,195,5,,,,,,,,,,,,,,
25-Nov-12,128,2,130,1255,782,53,537,12,527,13,0,0,323,1,194,1,,,,,,,,,,,,,,
2-Dec-12,342,9,351,1781,1006,96,532,4,625,26,0,0,393,3,232,11,,,,,,,,,,,,,,
9-Dec-12,762,21,783,2787,1307,127,771,17,763,19,0,0,525,4,350,20,,,,,,,,,,,,,,
16-Dec-12,1468,18,1486,4649,2313,185,1279,15,1269,14,0,0,1073,19,1000,13,,,,,,,,,,,,,,
23-Dec-12,1812,12,1824,4778,2246,212,1129,13,1124,14,0,0,862,6,702,10,,,,,,,,,,,,,,
30-Dec-12,1731,28,1759,5334,1985,232,794,14,794,14,0,0,549,3,242,8,,,,,,,,,,,,,,
6-Jan-13,1408,19,1427,4777,1614,214,616,8,603,15,0,0,420,1,159,14,,,,,,,,,,,,,,
13-Jan-13,684,15,699,3323,1438,223,530,18,524,13,0,0,338,6,188,11,,,,,,,,,,,,,,
20-Jan-13,360,7,367,2487,1258,273,532,17,528,16,0,0,341,2,188,12,,,,,,,,,,,,,,
27-Jan-13,240,15,255,2105,1252,336,573,23,554,14,0,0,384,2,247,16,,,,,,,,,,,,,,
3-Feb-13,167,31,198,1910,1290,349,583,8,570,18,0,0,436,9,307,23,,,,,,,,,,,,,,
10-Feb-13,135,27,162,1768,1372,356,660,25,649,13,0,0,413,11,300,19,,,,,,,,,,,,,,
17-Feb-13,102,57,159,1719,1259,340,586,22,572,11,0,0,401,9,263,15,,,,,,,,,,,,,,
24-Feb-13,81,148,229,1725,1407,309,647,15,638,15,0,0,437,8,267,12,,,,,,,,,,,,,,
3-Mar-13,57,157,214,1543,1141,210,614,20,595,17,0,0,402,17,259,13,,,,,,,,,,,,,,
10-Mar-13,43,136,179,1380,961,179,487,18,480,17,0,0,330,23,308,16,,,,,,,,,,,,,,
17-Mar-13,36,144,180,1211,932,122,513,11,500,16,0,0,339,20,203,9,,,,,,,,,,,,,,
24-Mar-13,21,148,169,1035,731,74,486,7,476,22,0,0,325,22,206,8,,,,,,,,,,,,,,
31-Mar-13,17,136,153,1263,904,69,539,14,520,19,0,0,366,25,245,12,,,,,,,,,,,,,,
7-Apr-13,18,194,212,1338,896,66,551,13,536,23,0,0,366,28,231,9,,,,,,,,,,,,,,
14-Apr-13,11,193,204,1363,816,51,495,13,489,27,0,0,352,16,233,3,,,,,,,,,,,,,,
21-Apr-13,11,132,143,1240,816,35,530,7,523,33,0,0,360,17,208,2,,,,,,,,,,,,,,
28-Apr-13,12,124,136,1139,679,22,479,11,470,27,0,0,324,13,213,2,,,,,,,,,,,,,,
5-May-13,5,77,82,1024,687,9,488,13,466,35,0,0,331,11,197,5,,,,,,,,,,,,,,
12-May-13,3,38,41,800,600,12,450,13,431,24,0,0,295,13,170,0,,,,,,,,,,,,,,
19-May-13,2,19,21,631,506,9,377,12,366,37,0,0,253,9,165,0,,,,,,,,,,,,,,
26-May-13,4,14,18,574,482,2,372,7,364,16,0,0,253,10,163,0,,,,,,,,,,,,,,
2-Jun-13,4,4,8,491,462,4,407,8,396,24,0,0,279,5,184,3,,,,,,,,,,,,,,
9-Jun-13,0,3,3,528,522,6,420,10,409,15,0,0,249,3,167,0,,,,,,,,,,,,,,
16-Jun-13,1,0,1,421,472,8,398,13,387,10,0,0,262,4,153,1,,,,,,,,,,,,,,
23-Jun-13,1,1,2,398,409,5,363,8,354,26,0,0,227,8,148,1,,,,,,,,,,,,,,
30-Jun-13,3,0,3,326,356,1,287,16,279,16,0,0,201,4,138,0,,,,,,,,,,,,,,
7-Jul-13,0,0,0,398,417,3,351,6,338,14,0,0,199,1,109,0,,,,,,,,,,,,,,
14-Jul-13,1,1,2,406,421,1,381,10,362,12,0,0,225,2,202,0,,,,,,,,,,,,,,
21-Jul-13,0,0,0,287,327,4,293,6,276,10,0,0,182,1,172,0,,,,,,,,,,,,,,
28-Jul-13,0,0,0,337,370,3,350,9,343,14,0,0,216,5,194,0,,,,,,,,,,,,,,
4-Aug-13,2,0,2,294,297,1,276,6,262,7,0,0,169,1,108,0,,,,,,,,,,,,,,
11-Aug-13,0,1,1,263,314,3,314,6,298,11,0,0,196,0,137,0,,,,,,,,,,,,,,
18-Aug-13,0,0,0,281,318,2,289,5,282,7,0,0,180,0,114,0,,,,,,,,,,,,,,
25-Aug-13,0,0,0,288,296,1,297,4,286,8,0,0,178,0,112,0,,,,,,,,,,,,,,
1-Sep-13,0,0,0,268,351,4,305,4,298,9,0,0,191,0,116,0,,,,,,,,,,,,,,
8-Sep-13,2,0,2,366,435,9,387,9,370,6,0,0,237,1,149,0,,,,,,,,,,,,,,
15-Sep-13,1,0,1,412,469,3,413,7,404,4,0,0,262,1,154,0,,,,,,,,,,,,,,
22-Sep-13,1,0,1,391,444,3,391,9,377,8,0,0,244,1,137,0,,,,,,,,,,,,,,
29-Sep-13,2,0,2,447,492,3,431,6,419,13,0,0,290,1,186,1,,,,,,,,,,,,,,
6-Oct-13,0,0,0,454,494,3,434,14,425,14,0,0,290,0,207,0,,,,,,,,,,,,,,
13-Oct-13,1,0,1,428,470,2,398,8,384,15,0,0,251,0,127,1,,,,,,,,,,,,,,
20-Oct-13,2,0,2,460,492,10,397,20,382,11,0,0,246,0,142,0,,,,,,,,,,,,,,
27-Oct-13,2,1,3,638,619,17,471,13,464,15,0,0,324,1,199,0,,,,,,,,,,,,,,
3-Nov-13,5,1,6,706,717,14,561,14,549,8,0,0,385,0,262,0,,,,,,,,,,,,,,
10-Nov-13,5,10,15,712,604,23,434,13,427,12,0,0,276,2,170,0,,,,,,,,,,,,,,
17-Nov-13,3,3,6,823,668,31,464,15,451,21,0,0,307,6,199,2,,,,,,,,,,,,,,
24-Nov-13,15,10,25,938,709,47,493,26,483,16,0,0,313,5,184,3,,,,,,,,,,,,,,
1-Dec-13,23,12,35,1061,775,68,493,20,481,21,0,0,327,3,214,2,,,,,,,,,,,,,,
8-Dec-13,42,14,56,1263,927,101,594,13,578,20,0,0,404,4,252,5,,,,,,,,,,,,,,
15-Dec-13,82,23,105,1186,777,98,385,16,364,21,0,0,186,0,148,0,,,,,,,,,,,,,,
22-Dec-13,181,28,209,1490,967,127,580,21,570,21,0,0,414,7,291,1,,,,,,,,,,,,,,
29-Dec-13,436,66,502,2594,1334,196,622,14,620,13,0,0,452,9,302,6,,,,,,,,,,,,,,
5-Jan-14,607,91,698,3536,1717,172,786,16,774,12,0,0,607,13,416,8,,,,,,,,,,,,,,
12-Jan-14,548,71,619,2655,1432,174,544,8,532,8,0,0,431,8,399,10,,,,,,,,,,,,,,
19-Jan-14,702,110,812,3578,1838,236,752,17,733,13,0,0,582,12,281,6,,,,,,,,,,,,,,
26-Jan-14,707,139,846,3694,1872,275,667,23,651,6,0,0,430,13,241,11,,,,,,,,,,,,,,
2-Feb-14,621,130,751,3684,1943,285,861,21,846,11,0,0,644,21,622,13,,,,,,,,,,,,,,
9-Feb-14,496,151,647,3070,1434,196,637,18,624,9,0,0,418,18,403,9,,,,,,,,,,,,,,
16-Feb-14,323,178,501,2888,1630,267,804,13,795,6,0,0,563,22,544,14,,,,,,,,,,,,,,
23-Feb-14,214,174,388,2548,1257,222,564,21,548,8,0,0,405,24,186,23,,,,,,,,,,,,,,
2-Mar-14,130,179,309,2363,1388,208,730,22,723,11,0,0,541,41,380,25,,,,,,,,,,,,,,
9-Mar-14,82,246,328,2311,1304,202,681,26,664,8,0,0,496,43,364,19,,,,,,,,,,,,,,
16-Mar-14,33,197,230,1929,1134,148,634,30,610,6,0,0,468,42,455,13,,,,,,,,,,,,,,
23-Mar-14,22,196,218,1862,1170,124,591,29,583,8,0,0,437,42,423,6,,,,,,,,,,,,,,
30-Mar-14,21,138,159,1743,1149,117,624,23,610,11,0,0,446,34,438,7,,,,,,,,,,,,,,
6-Apr-14,16,117,133,1444,950,95,496,14,491,7,0,0,367,31,362,8,,,,,,,,,,,,,,
13-Apr-14,9,117,126,1257,901,59,518,21,513,6,0,0,368,29,359,0,,,,,,,,,,,,,,
20-Apr-14,12,111,123,1292,928,41,564,27,559,16,0,0,438,26,381,4,,,,,,,,,,,,,,
27-Apr-14,7,88,95,1279,894,48,563,28,548,19,0,0,409,21,397,7,,,,,,,,,,,,,,
4-May-14,4,48,52,992,735,41,482,21,467,16,0,0,330,9,323,1,,,,,,,,,,,,,,
