Date,FluApos,FluBpos,FluPos,FluTest,RSVtest,RSVpos,adenot,adeno,parat,para,Rhinot,Rhino,hMPVt,hMPV,Coronat,Corona,,,,,,,,,,,,,,,
26-Oct-08,2,1,3,1378,1420,33,1171,29,1297,15,,,,,,,,,,,,,,,,,,,,,
2-Nov-08,5,2,7,1509,1541,51,1297,38,1388,16,,,,,,,,,,,,,,,,,,,,,
9-Nov-08,7,3,10,1459,1521,49,1444,62,1349,15,,,,,,,,,,,,,,,,,,,,,
16-Nov-08,16,4,20,1758,1773,114,1490,59,1568,29,,,,,,,,,,,,,,,,,,,,,
23-Nov-08,10,7,17,1903,1966,139,1685,61,1730,22,,,,,,,,,,,,,,,,,,,,,
30-Nov-08,8,12,20,2117,2128,185,1764,73,1864,37,,,,,,,,,,,,,,,,,,,,,
7-Dec-08,16,16,32,2042,2066,249,1684,61,1816,37,,,,,,,,,,,,,,,,,,,,,
14-Dec-08,20,12,32,2326,2283,301,1886,74,2021,44,,,,,,,,,,,,,,,,,,,,,
21-Dec-08,23,32,55,2012,1963,324,1544,54,1688,37,,,,,,,,,,,,,,,,,,,,,
28-Dec-08,43,44,87,2633,2681,463,2025,65,2243,70,,,,,,,,,,,,,,,,,,,,,
4-Jan-09,66,52,118,3306,3176,534,2478,47,2702,58,,,,,,,,,,,,,,,,,,,,,
11-Jan-09,112,58,170,3111,3148,558,2155,63,2364,28,,,,,,,,,,,,,,,,,,,,,
18-Jan-09,153,103,256,3453,3302,577,2413,47,2597,48,,,,,,,,,,,,,,,,,,,,,
25-Jan-09,189,147,336,3388,3161,562,2539,52,2476,34,,,,,,,,,,,,,,,,,,,,,
1-Feb-09,324,244,568,4865,4357,780,3208,45,3557,44,,,,,,,,,,,,,,,,,,,,,
8-Feb-09,407,317,724,5147,4402,823,3173,55,3468,50,,,,,,,,,,,,,,,,,,,,,
15-Feb-09,519,406,925,5431,4420,767,3148,45,3490,52,,,,,,,,,,,,,,,,,,,,,
22-Feb-09,583,434,1017,5965,4840,725,3440,36,3814,92,,,,,,,,,,,,,,,,,,,,,
1-Mar-09,651,441,1092,5878,4480,570,3304,52,3619,95,,,,,,,,,,,,,,,,,,,,,
8-Mar-09,561,323,884,5458,3991,453,2912,64,3267,105,,,,,,,,,,,,,,,,,,,,,
15-Mar-09,547,294,841,4709,3748,358,2760,45,3144,82,,,,,,,,,,,,,,,,,,,,,
22-Mar-09,431,208,639,4450,3429,292,2610,40,2915,91,,,,,,,,,,,,,,,,,,,,,
29-Mar-09,338,166,504,4177,3333,304,2544,30,2799,130,,,,,,,,,,,,,,,,,,,,,
5-Apr-09,225,129,354,3366,2679,226,2004,37,2236,109,,,,,,,,,,,,,,,,,,,,,
12-Apr-09,194,90,284,3107,2647,197,2230,42,2348,128,,,,,,,,,,,,,,,,,,,,,
19-Apr-09,114,40,154,2954,2516,140,2301,43,2495,147,,,,,,,,,,,,,,,,,,,,,
26-Apr-09,275,84,359,8939,5770,123,4457,40,5097,231,,,,,,,,,,,,,,,,,,,,,
3-May-09,323,81,404,8574,4893,71,4256,52,4508,240,,,,,,,,,,,,,,,,,,,,,
10-May-09,254,47,301,6353,4415,61,4947,56,5094,210,,,,,,,,,,,,,,,,,,,,,
17-May-09,830,20,850,6435,3498,57,3003,37,3178,176,,,,,,,,,,,,,,,,,,,,,
24-May-09,353,17,370,4364,3298,48,3029,39,3157,144,,,,,,,,,,,,,,,,,,,,,
31-May-09,1475,4,1479,5926,3406,30,3150,43,3213,111,,,,,,,,,,,,,,,,,,,,,
7-Jun-09,2914,1,2915,9803,4408,26,4090,32,4196,147,,,,,,,,,,,,,,,,,,,,,
14-Jun-09,1609,7,1616,8438,5463,31,5531,42,5706,134,,,,,,,,,,,,,,,,,,,,,
21-Jun-09,1554,5,1559,8171,4405,23,4060,39,4096,142,,,,,,,,,,,,,,,,,,,,,
28-Jun-09,1021,3,1024,7191,3841,26,3296,44,3534,92,,,,,,,,,,,,,,,,,,,,,
5-Jul-09,816,2,818,6533,4592,16,3462,42,3620,76,,,,,,,,,,,,,,,,,,,,,
12-Jul-09,706,0,706,6263,3785,9,3258,29,3393,90,,,,,,,,,,,,,,,,,,,,,
19-Jul-09,600,2,602,6412,3727,10,3097,44,3240,107,,,,,,,,,,,,,,,,,,,,,
26-Jul-09,509,0,509,5125,2255,8,2108,22,2257,63,,,,,,,,,,,,,,,,,,,,,
2-Aug-09,234,0,234,4324,2142,4,1984,23,2096,45,,,,,,,,,,,,,,,,,,,,,
9-Aug-09,194,1,195,4640,2429,9,2297,26,2389,47,,,,,,,,,,,,,,,,,,,,,
16-Aug-09,149,0,149,4414,2149,6,2020,20,2128,50,,,,,,,,,,,,,,,,,,,,,
23-Aug-09,82,6,88,4333,2290,5,2133,12,2249,43,,,,,,,,,,,,,,,,,,,,,
30-Aug-09,97,0,97,3364,2075,14,1994,16,2140,34,,,,,,,,,,,,,,,,,,,,,
6-Sep-09,106,0,106,3501,2266,4,2228,20,2190,19,,,,,,,,,,,,,,,,,,,,,
13-Sep-09,125,0,125,3803,2279,9,2222,25,2207,47,,,,,,,,,,,,,,,,,,,,,
20-Sep-09,240,0,240,5324,2841,14,2640,21,2649,46,,,,,,,,,,,,,,,,,,,,,
27-Sep-09,268,0,268,5212,3310,26,3144,16,3099,69,,,,,,,,,,,,,,,,,,,,,
4-Oct-09,663,1,664,6492,3527,27,3261,16,3227,78,,,,,,,,,,,,,,,,,,,,,
11-Oct-09,1503,1,1504,7282,4151,26,3982,20,3850,99,,,,,,,,,,,,,,,,,,,,,
18-Oct-09,4221,0,4221,15080,6454,39,6239,29,6203,115,,,,,,,,,,,,,,,,,,,,,
25-Oct-09,8039,2,8041,19936,8495,41,8278,27,8045,129,,,,,,,,,,,,,,,,,,,,,
1-Nov-09,8790,2,8792,21251,7007,53,6772,35,6762,177,,,,,,,,,,,,,,,,,,,,,
8-Nov-09,7175,1,7176,17664,5045,51,4958,36,4884,122,,,,,,,,,,,,,,,,,,,,,
15-Nov-09,4291,1,4292,12414,4676,79,4929,24,4420,100,,,,,,,,,,,,,,,,,,,,,
22-Nov-09,1957,0,1957,8195,3649,91,3507,19,3486,123,,,,,,,,,,,,,,,,,,,,,
29-Nov-09,768,0,768,6142,3205,139,2982,27,2952,99,,,,,,,,,,,,,,,,,,,,,
6-Dec-09,300,1,301,4489,2765,158,2594,52,2527,74,,,,,,,,,,,,,,,,,,,,,
13-Dec-09,122,0,122,3421,2225,228,1994,40,1953,79,,,,,,,,,,,,,,,,,,,,,
20-Dec-09,46,1,47,2428,1936,199,1804,54,1714,61,,,,,,,,,,,,,,,,,,,,,
27-Dec-09,32,0,32,2457,1892,310,1607,34,1581,50,,,,,,,,,,,,,,,,,,,,,
3-Jan-10,40,1,41,3063,2086,341,1786,33,1764,66,,,,,,,,,,,,,,,,,,,,,
10-Jan-10,14,1,15,2535,2140,365,1792,29,1781,41,,,,,,,,,,,,,,,,,,,,,
17-Jan-10,7,1,8,2411,2181,475,1734,29,1723,62,,,,,,,,,,,,,,,,,,,,,
24-Jan-10,13,1,14,2317,2150,529,1719,42,1704,55,,,,,,,,,,,,,,,,,,,,,
31-Jan-10,10,0,10,2491,2377,599,1892,35,1887,50,,,,,,,,,,,,,,,,,,,,,
7-Feb-10,6,0,6,2559,2560,691,1954,31,1949,41,,,,,,,,,,,,,,,,,,,,,
14-Feb-10,6,0,6,2518,2684,759,2117,50,2109,43,,,,,,,,,,,,,,,,,,,,,
21-Feb-10,6,1,7,2764,2771,681,2182,41,2176,51,,,,,,,,,,,,,,,,,,,,,
28-Feb-10,1,2,3,2561,2662,645,2177,41,2162,57,,,,,,,,,,,,,,,,,,,,,
7-Mar-10,4,3,7,2399,2357,474,1902,33,1902,45,,,,,,,,,,,,,,,,,,,,,
14-Mar-10,8,1,9,2359,2341,442,1977,33,1963,60,,,,,,,,,,,,,,,,,,,,,
21-Mar-10,6,1,7,2291,2291,420,1969,23,1964,59,,,,,,,,,,,,,,,,,,,,,
28-Mar-10,6,0,6,1879,2078,306,1743,29,1720,53,,,,,,,,,,,,,,,,,,,,,
4-Apr-10,5,1,6,1840,1936,271,1672,27,1657,35,,,,,,,,,,,,,,,,,,,,,
11-Apr-10,0,0,0,1652,1793,197,1651,29,1636,64,,,,,,,,,,,,,,,,,,,,,
18-Apr-10,2,0,2,1795,1897,166,1656,29,1644,59,,,,,,,,,,,,,,,,,,,,,
25-Apr-10,4,0,4,1518,1629,125,1455,28,1446,75,,,,,,,,,,,,,,,,,,,,,
2-May-10,2,0,2,1429,1514,106,1383,19,1362,72,,,,,,,,,,,,,,,,,,,,,
9-May-10,0,1,1,1383,1501,94,1397,24,1386,83,,,,,,,,,,,,,,,,,,,,,
16-May-10,2,1,3,1172,1224,48,1221,28,1128,105,,,,,,,,,,,,,,,,,,,,,
23-May-10,2,2,4,1114,1245,57,1184,23,1170,103,,,,,,,,,,,,,,,,,,,,,
30-May-10,0,0,0,959,1054,37,978,30,986,98,,,,,,,,,,,,,,,,,,,,,
6-Jun-10,1,0,1,979,1060,32,993,26,999,82,,,,,,,,,,,,,,,,,,,,,
13-Jun-10,0,0,0,1172,1082,25,1028,17,1015,103,,,,,,,,,,,,,,,,,,,,,
20-Jun-10,0,0,0,865,754,25,758,9,723,66,,,,,,,,,,,,,,,,,,,,,
27-Jun-10,8,0,8,1035,947,26,893,21,885,58,,,,,,,,,,,,,,,,,,,,,
4-Jul-10,1,1,2,977,914,19,929,32,924,89,,,,,,,,,,,,,,,,,,,,,
11-Jul-10,3,1,4,896,901,10,861,19,854,72,,,,,,,,,,,,,,,,,,,,,
18-Jul-10,0,0,0,816,776,12,807,14,758,55,,,,,,,,,,,,,,,,,,,,,
25-Jul-10,2,1,3,743,708,6,680,12,669,32,,,,,,,,,,,,,,,,,,,,,
1-Aug-10,0,0,0,709,700,2,677,13,665,29,,,,,,,,,,,,,,,,,,,,,
8-Aug-10,2,0,2,711,675,1,1301,7,680,48,,,,,,,,,,,,,,,,,,,,,
15-Aug-10,1,0,1,789,767,7,760,15,751,32,,,,,,,,,,,,,,,,,,,,,
22-Aug-10,6,0,6,729,706,3,765,15,700,14,,,,,,,,,,,,,,,,,,,,,
29-Aug-10,2,0,2,932,953,10,917,17,880,33,,,,,,,,,,,,,,,,,,,,,
5-Sep-10,0,1,1,903,913,10,836,18,826,16,,,,,,,,,,,,,,,,,,,,,
12-Sep-10,3,0,3,1059,1039,6,920,23,912,24,,,,,,,,,,,,,,,,,,,,,
19-Sep-10,8,0,8,1278,1328,5,1167,16,1155,18,,,,,,,,,,,,,,,,,,,,,
26-Sep-10,12,0,12,1504,1456,13,1345,17,1333,16,,,,,,,,,,,,,,,,,,,,,
3-Oct-10,11,0,11,1602,1599,11,1486,20,1470,25,,,,,,,,,,,,,,,,,,,,,
10-Oct-10,16,1,17,1596,1489,15,1399,24,1389,28,,,,,,,,,,,,,,,,,,,,,
17-Oct-10,16,0,16,1567,1478,16,1342,32,1339,47,,,,,,,,,,,,,,,,,,,,,
24-Oct-10,13,1,14,1598,1506,19,1408,30,1390,36,,,,,,,,,,,,,,,,,,,,,
31-Oct-10,22,0,22,1787,1540,31,1388,37,1380,46,,,,,,,,,,,,,,,,,,,,,
7-Nov-10,38,4,42,1951,1581,39,1442,43,1429,43,,,,,,,,,,,,,,,,,,,,,
14-Nov-10,50,5,55,2111,1812,37,1657,51,1652,60,,,,,,,,,,,,,,,,,,,,,
21-Nov-10,102,9,111,2438,1874,70,1681,51,1676,49,,,,,,,,,,,,,,,,,,,,,
28-Nov-10,220,5,225,2728,2049,81,1870,52,1860,64,,,,,,,,,,,,,,,,,,,,,
5-Dec-10,312,12,324,3006,2171,122,1944,66,1936,59,,,,,,,,,,,,,,,,,,,,,
12-Dec-10,561,5,566,3586,2557,211,2190,70,2174,64,,,,,,,,,,,,,,,,,,,,,
19-Dec-10,961,27,988,4453,2744,269,2245,46,2234,67,,,,,,,,,,,,,,,,,,,,,
26-Dec-10,1361,16,1377,5501,3039,344,2518,56,2501,71,,,,,,,,,,,,,,,,,,,,,
2-Jan-11,1781,31,1812,7090,3972,416,3395,65,3383,110,,,,,,,,,,,,,,,,,,,,,
9-Jan-11,1622,29,1651,7149,4194,419,3557,58,3536,84,,,,,,,,,,,,,,,,,,,,,
16-Jan-11,1358,47,1405,6812,4230,529,3620,52,3610,98,,,,,,,,,,,,,,,,,,,,,
23-Jan-11,1107,63,1170,6625,4258,634,3635,57,3622,68,,,,,,,,,,,,,,,,,,,,,
30-Jan-11,1201,100,1301,6735,4607,800,3861,46,3849,83,,,,,,,,,,,,,,,,,,,,,
6-Feb-11,1200,121,1321,6472,4445,848,3718,40,3708,89,,,,,,,,,,,,,,,,,,,,,
13-Feb-11,1046,107,1153,6224,4203,844,3625,59,3604,87,,,,,,,,,,,,,,,,,,,,,
20-Feb-11,949,143,1092,6111,4248,789,3681,54,3665,101,,,,,,,,,,,,,,,,,,,,,
27-Feb-11,729,188,917,5754,4192,803,3564,50,3552,100,,,,,,,,,,,,,,,,,,,,,
6-Mar-11,639,202,841,5617,4031,728,3582,30,3570,108,,,,,,,,,,,,,,,,,,,,,
13-Mar-11,394,269,663,5076,3909,669,3318,56,3479,126,,,,,,,,,,,,,,,,,,,,,
20-Mar-11,288,232,520,4624,3473,594,3010,48,2998,140,,,,,,,,,,,,,,,,,,,,,
27-Mar-11,256,228,484,4239,3357,444,2865,54,2852,156,,,,,,,,,,,,,,,,,,,,,
3-Apr-11,191,250,441,4114,3236,462,2774,44,2762,172,,,,,,,,,,,,,,,,,,,,,
10-Apr-11,139,233,372,3580,2812,317,2448,42,2426,152,,,,,,,,,,,,,,,,,,,,,
17-Apr-11,56,160,216,3053,2496,228,2095,38,2087,129,,,,,,,,,,,,,,,,,,,,,
24-Apr-11,59,141,200,3189,2490,223,2160,59,2154,138,,,,,,,,,,,,,,,,,,,,,
1-May-11,41,92,133,2560,2000,153,1762,36,1751,123,,,,,,,,,,,,,,,,,,,,,
8-May-11,28,59,87,2276,1778,101,1645,43,1635,126,,,,,,,,,,,,,,,,,,,,,
15-May-11,17,36,53,1851,1618,69,1504,27,1492,103,,,,,,,,,,,,,,,,,,,,,
22-May-11,15,29,44,1661,1504,74,1400,27,1387,96,,,,,,,,,,,,,,,,,,,,,
29-May-11,4,12,16,1449,1428,30,1294,29,1351,87,,,,,,,,,,,,,,,,,,,,,
5-Jun-11,1,4,5,1438,1400,37,1360,25,1345,61,,,,,,,,,,,,,,,,,,,,,
12-Jun-11,3,2,5,1218,1166,17,1120,26,1110,71,,,,,,,,,,,,,,,,,,,,,
19-Jun-11,1,1,2,1024,981,18,945,20,944,38,,,,,,,,,,,,,,,,,,,,,
26-Jun-11,1,1,2,793,741,10,903,33,892,46,,,,,,,,,,,,,,,,,,,,,
3-Jul-11,1,2,3,779,739,8,908,28,889,37,,,,,,,,,,,,,,,,,,,,,
10-Jul-11,1,0,1,752,763,8,916,26,907,39,,,,,,,,,,,,,,,,,,,,,
17-Jul-11,1,0,1,794,772,5,898,30,892,31,,,,,,,,,,,,,,,,,,,,,
24-Jul-11,2,0,2,695,692,5,847,23,835,30,,,,,,,,,,,,,,,,,,,,,
31-Jul-11,1,0,1,671,654,3,816,21,793,25,,,,,,,,,,,,,,,,,,,,,
7-Aug-11,2,0,2,749,724,1,832,27,821,17,,,,,,,,,,,,,,,,,,,,,
14-Aug-11,0,1,1,699,701,3,819,16,808,23,,,,,,,,,,,,,,,,,,,,,
21-Aug-11,1,1,2,762,758,7,869,28,862,29,,,,,,,,,,,,,,,,,,,,,
28-Aug-11,3,1,4,819,808,4,807,13,830,25,446,82,593,4,460,0,,,,,,,,,,,,,,,
4-Sep-11,1,0,1,873,850,4,846,26,821,32,449,86,547,3,420,1,,,,,,,,,,,,,,,
11-Sep-11,2,1,3,1072,1104,5,1068,24,1055,22,536,132,729,5,544,1,,,,,,,,,,,,,,,
18-Sep-11,0,1,1,1186,1152,9,1114,8,1108,33,616,147,788,5,581,0,,,,,,,,,,,,,,,
25-Sep-11,1,1,2,1425,1347,9,1300,25,1294,52,738,239,942,5,697,1,,,,,,,,,,,,,,,
2-Oct-11,4,0,4,1419,1419,10,1387,14,1373,77,817,205,970,14,733,2,,,,,,,,,,,,,,,
9-Oct-11,3,0,3,1455,1472,23,1394,30,1395,78,746,201,937,10,681,3,,,,,,,,,,,,,,,
16-Oct-11,4,0,4,1850,1704,25,1627,41,1620,104,924,238,1150,9,846,0,,,,,,,,,,,,,,,
23-Oct-11,1,2,3,1891,1703,33,1518,50,1498,89,869,187,1031,14,760,3,,,,,,,,,,,,,,,
30-Oct-11,9,1,10,1946,1695,38,1577,50,1566,114,923,153,1042,13,768,6,,,,,,,,,,,,,,,
6-Nov-11,9,2,11,2060,1852,58,1713,73,1700,101,1008,142,1120,31,867,7,,,,,,,,,,,,,,,
13-Nov-11,8,2,10,2342,2059,91,1898,80,1890,123,1040,143,1278,43,925,10,,,,,,,,,,,,,,,
20-Nov-11,18,3,21,2290,2079,106,1894,95,1889,135,1136,145,1300,45,969,12,,,,,,,,,,,,,,,
27-Nov-11,12,4,16,2499,2251,165,2042,92,2029,121,1163,102,1339,55,977,8,,,,,,,,,,,,,,,
4-Dec-11,17,2,19,2641,2346,250,2052,112,2041,113,1205,109,1357,75,1015,16,,,,,,,,,,,,,,,
11-Dec-11,59,4,63,3008,2610,313,2265,88,2242,107,1361,124,1524,86,1252,20,,,,,,,,,,,,,,,
18-Dec-11,66,12,78,3077,2648,375,2373,109,2348,111,1568,118,1522,111,1313,29,,,,,,,,,,,,,,,
25-Dec-11,61,17,78,2901,2478,502,2112,81,2098,79,1377,97,1316,117,1098,38,,,,,,,,,,,,,,,
1-Jan-12,87,28,115,3818,3196,547,2779,109,2772,105,1620,116,1633,161,1365,60,,,,,,,,,,,,,,,
8-Jan-12,97,38,135,3908,3186,567,2807,102,2800,94,1896,115,1837,127,1437,76,,,,,,,,,,,,,,,
15-Jan-12,104,31,135,3817,2911,536,2478,85,2483,71,1631,95,1567,90,1194,61,,,,,,,,,,,,,,,
22-Jan-12,141,43,184,3788,3360,578,2833,107,2792,65,1911,120,1787,102,1405,91,,,,,,,,,,,,,,,
29-Jan-12,154,80,234,3599,3120,578,2542,72,2528,55,1622,95,1634,91,1419,88,,,,,,,,,,,,,,,
5-Feb-12,157,108,265,3497,2919,574,2489,58,2473,60,1720,101,1551,76,1289,85,,,,,,,,,,,,,,,
12-Feb-12,228,157,385,3906,3251,612,2865,62,2845,50,1947,117,1808,106,1405,76,,,,,,,,,,,,,,,
19-Feb-12,315,218,533,3899,3091,556,2672,57,2654,43,1748,106,1746,101,1276,74,,,,,,,,,,,,,,,
26-Feb-12,466,412,878,4936,3595,651,3042,68,3027,42,1915,119,2062,95,1523,74,,,,,,,,,,,,,,,
4-Mar-12,526,558,1084,5123,3845,571,3173,55,3158,33,2051,119,2016,106,1520,64,,,,,,,,,,,,,,,
11-Mar-12,533,699,1232,5255,3836,430,3303,55,3290,40,2222,127,2231,127,1538,75,,,,,,,,,,,,,,,
18-Mar-12,525,801,1326,5427,3908,384,3337,69,3333,40,2202,124,2359,119,1608,65,,,,,,,,,,,,,,,
25-Mar-12,438,570,1008,4968,3562,317,3132,41,3117,43,2199,128,1973,99,1567,49,,,,,,,,,,,,,,,
1-Apr-12,325,461,786,4144,2953,276,2594,57,2581,29,1759,145,1784,60,1368,50,,,,,,,,,,,,,,,
8-Apr-12,319,545,864,4529,3362,244,2998,59,2986,33,2110,161,1804,70,1414,43,,,,,,,,,,,,,,,
15-Apr-12,275,465,740,4238,3058,232,2690,54,2706,41,1775,179,1822,70,1375,43,,,,,,,,,,,,,,,
22-Apr-12,173,354,527,3588,2668,169,2388,44,2372,31,1626,174,1549,61,1275,26,,,,,,,,,,,,,,,
29-Apr-12,155,285,440,3279,2509,110,2235,41,2323,42,1438,179,1458,65,1125,18,,,,,,,,,,,,,,,
6-May-12,113,193,306,3134,2472,108,2172,65,2156,60,1396,171,1420,43,1070,15,,,,,,,,,,,,,,,
13-May-12,95,146,241,2610,2039,85,1922,39,1911,67,1225,138,1255,25,1057,19,,,,,,,,,,,,,,,
20-May-12,41,110,151,2144,1676,68,1598,35,1591,55,1022,165,1009,20,760,13,,,,,,,,,,,,,,,
27-May-12,47,76,123,1916,1670,58,1563,25,1555,94,1017,152,1053,9,826,8,,,,,,,,,,,,,,,
3-Jun-12,20,28,48,1552,1527,51,1420,29,1409,89,930,160,954,14,711,5,,,,,,,,,,,,,,,
10-Jun-12,11,19,30,1530,1405,40,1308,37,1300,84,793,118,889,10,664,7,,,,,,,,,,,,,,,
17-Jun-12,18,6,24,1323,1323,32,1280,32,1261,105,713,144,902,6,664,7,,,,,,,,,,,,,,,
24-Jun-12,10,9,19,1262,1219,29,1177,23,1166,85,679,138,838,6,625,8,,,,,,,,,,,,,,,
1-Jul-12,2,5,7,1166,1156,20,1162,18,1150,92,654,132,777,3,563,3,,,,,,,,,,,,,,,
8-Jul-12,5,2,7,1115,1082,14,1053,21,1041,74,563,107,710,5,526,2,,,,,,,,,,,,,,,
15-Jul-12,8,2,10,1135,1080,12,1034,25,1020,63,607,119,731,2,557,3,,,,,,,,,,,,,,,
22-Jul-12,4,1,5,1127,1077,10,1059,23,1049,61,566,105,767,3,643,3,,,,,,,,,,,,,,,
29-Jul-12,5,1,6,1108,1028,7,1030,17,1025,63,668,118,686,2,626,0,,,,,,,,,,,,,,,
5-Aug-12,2,1,3,1003,978,6,956,19,949,35,619,129,725,2,571,0,,,,,,,,,,,,,,,
12-Aug-12,1,1,2,1168,1075,8,1049,18,1045,64,582,115,790,2,550,2,,,,,,,,,,,,,,,
19-Aug-12,3,1,4,1136,1076,13,1053,14,1045,48,626,137,779,0,575,2,,,,,,,,,,,,,,,
26-Aug-12,8,1,9,1160,1121,19,1097,18,1090,42,653,119,767,0,563,1,,,,,,,,,,,,,,,
2-Sep-12,6,2,8,1140,1122,8,1099,13,1083,23,652,164,792,7,630,5,,,,,,,,,,,,,,,
9-Sep-12,2,0,2,1275,1219,12,1153,23,1147,35,666,177,841,1,646,3,,,,,,,,,,,,,,,
16-Sep-12,5,0,5,1463,1422,15,1355,18,1341,38,799,214,957,2,714,6,,,,,,,,,,,,,,,
23-Sep-12,4,1,5,1575,1453,18,1362,11,1387,32,843,271,1035,0,802,6,,,,,,,,,,,,,,,
30-Sep-12,7,0,7,1779,1675,30,1582,18,1584,52,1018,343,1189,3,933,3,,,,,,,,,,,,,,,
7-Oct-12,20,1,21,1850,1770,34,1715,22,1699,52,1132,243,1247,3,1005,8,,,,,,,,,,,,,,,
14-Oct-12,18,0,18,1914,1839,33,1778,18,1798,59,1139,292,1284,3,994,14,,,,,,,,,,,,,,,
21-Oct-12,23,3,26,2018,1929,39,1826,37,1768,62,1092,226,1288,9,850,9,,,,,,,,,,,,,,,
28-Oct-12,58,6,64,2335,2181,56,2039,22,2039,78,1123,189,1608,3,942,14,,,,,,,,,,,,,,,
4-Nov-12,106,9,115,2499,2119,79,1943,38,1928,91,962,169,1678,2,1025,23,,,,,,,,,,,,,,,
11-Nov-12,140,9,149,2578,2177,114,1989,35,2043,125,1065,173,1776,11,1158,45,,,,,,,,,,,,,,,
18-Nov-12,279,6,285,2983,2354,134,2128,47,2118,124,1084,169,1864,19,1165,34,,,,,,,,,,,,,,,
25-Nov-12,418,13,431,3602,2811,191,2532,37,2525,140,1194,144,2223,15,1280,44,,,,,,,,,,,,,,,
2-Dec-12,823,34,857,4626,3487,322,2864,37,2957,138,1403,141,2480,20,1501,63,,,,,,,,,,,,,,,
9-Dec-12,1484,51,1535,6245,4371,397,3574,51,3566,142,1634,121,3163,32,1752,71,,,,,,,,,,,,,,,
16-Dec-12,2507,57,2564,8701,5753,545,4224,48,4210,124,1769,130,3800,46,2488,91,,,,,,,,,,,,,,,
23-Dec-12,3080,61,3141,8983,5921,689,4334,45,4329,123,1816,107,3740,43,2116,57,,,,,,,,,,,,,,,
30-Dec-12,3818,76,3894,12032,7343,837,5302,39,5264,135,2497,103,4713,41,2389,100,,,,,,,,,,,,,,,
6-Jan-13,3657,85,3742,12162,7643,864,5555,46,5350,157,2868,147,5034,61,2698,137,,,,,,,,,,,,,,,
13-Jan-13,2711,59,2770,10443,6847,824,4999,47,4993,128,2750,128,4354,61,2506,132,,,,,,,,,,,,,,,
20-Jan-13,1886,70,1956,8644,6954,967,5115,48,5111,129,2439,134,4634,65,2364,132,,,,,,,,,,,,,,,
27-Jan-13,1735,96,1831,7528,5902,1067,4308,54,4289,108,2240,138,3918,70,2269,114,,,,,,,,,,,,,,,
3-Feb-13,993,117,1110,6311,4960,1003,3464,33,3451,96,1776,107,3187,78,1935,88,,,,,,,,,,,,,,,
10-Feb-13,778,120,898,5980,5019,1014,3649,53,3637,93,1657,140,3180,94,1846,86,,,,,,,,,,,,,,,
17-Feb-13,440,192,632,5213,4422,943,3231,43,3217,66,1596,139,2849,92,1755,65,,,,,,,,,,,,,,,
24-Feb-13,489,286,775,5307,4574,828,3267,51,3256,80,1577,126,2858,75,1733,57,,,,,,,,,,,,,,,
3-Mar-13,350,291,641,4895,4157,733,3153,38,3125,106,1476,125,2758,127,1596,58,,,,,,,,,,,,,,,
10-Mar-13,220,288,508,4336,3672,613,2683,50,2736,106,1380,123,2428,125,1561,60,,,,,,,,,,,,,,,
17-Mar-13,170,322,492,3995,3653,521,2827,32,2814,122,1301,144,2501,137,1390,44,,,,,,,,,,,,,,,
24-Mar-13,106,299,405,3430,2885,340,2348,35,2333,90,1187,129,2058,121,1272,42,,,,,,,,,,,,,,,
31-Mar-13,117,318,435,3821,3192,354,2629,22,2609,91,1224,120,2313,165,1369,42,,,,,,,,,,,,,,,
7-Apr-13,78,367,445,3715,3107,279,2426,35,2409,111,1146,112,2134,135,1294,28,,,,,,,,,,,,,,,
14-Apr-13,44,354,398,3553,2864,183,2299,34,2293,122,1036,137,2071,107,1212,19,,,,,,,,,,,,,,,
21-Apr-13,67,308,375,3360,2778,171,2218,29,2275,120,1054,132,1984,96,1094,18,,,,,,,,,,,,,,,
28-Apr-13,40,277,317,3172,2571,119,2190,32,2179,122,1055,173,1930,103,1197,14,,,,,,,,,,,,,,,
5-May-13,30,194,224,2664,2263,74,1872,25,1850,141,786,132,1609,69,903,19,,,,,,,,,,,,,,,
12-May-13,31,120,151,2382,2089,49,1794,31,1770,134,812,137,1554,65,928,11,,,,,,,,,,,,,,,
19-May-13,11,64,75,1902,1726,47,1460,29,1449,99,642,125,1241,46,727,2,,,,,,,,,,,,,,,
26-May-13,14,54,68,1976,1834,29,1591,30,1579,109,682,119,1392,50,779,2,,,,,,,,,,,,,,,
2-Jun-13,9,26,35,1738,1625,26,1456,25,1445,91,653,135,1226,33,764,10,,,,,,,,,,,,,,,
9-Jun-13,4,16,20,1624,1594,21,1386,25,1362,74,612,135,1138,19,732,5,,,,,,,,,,,,,,,
16-Jun-13,6,6,12,1518,1550,18,1340,24,1329,64,594,142,1130,27,687,1,,,,,,,,,,,,,,,
23-Jun-13,7,3,10,1395,1377,15,1235,22,1226,86,562,144,1046,35,663,5,,,,,,,,,,,,,,,
30-Jun-13,8,1,9,1216,1208,4,1048,28,1040,59,483,102,893,22,562,4,,,,,,,,,,,,,,,
7-Jul-13,9,0,9,1444,1420,10,1265,22,1250,70,603,124,1045,19,649,0,,,,,,,,,,,,,,,
14-Jul-13,8,2,10,1269,1253,6,1153,25,1126,51,474,92,914,8,619,1,,,,,,,,,,,,,,,
21-Jul-13,1,1,2,1129,1145,11,1033,23,1011,45,528,80,855,7,650,2,,,,,,,,,,,,,,,
28-Jul-13,1,0,1,1195,1176,7,1075,22,1068,49,506,82,885,12,645,1,,,,,,,,,,,,,,,
